id,month,bank_name,inward_interbank_volume,inward_costumer_volume,inward_total_volume,inward_percentage_volume,inward_interbank_amt,inward_costumer_amt,inward_total_amt,inward_percentage_amt,outward_interbank_volume,outward_costumer_volume,outward_total_volume,outward_percentage_volume,outward_interbank_amt,outward_costumer_amt,outward_total_amt,outward_percentage_amt
5636,01/07/2012,Deutsche Securities India Pvt.,36,0,36,0,302500,0,302500,0.06,55,0,55,0,512428.93,0,512428.93,0.09
5637,01/07/2012,Development Credit Bank,1017,11779,12796,0.23,163237.11,213232.51,376469.62,0.07,518,15794,16312,0.3,126315.59,453245.54,579561.13,0.11
5638,01/07/2012,Dhanlaxmi Bank,3028,10744,13772,0.25,95531.08,372746.23,468277.31,0.09,1248,15009,16257,0.3,119014.79,515044.29,634059.08,0.12
5639,01/07/2012,Dombivli Nagrik Co-operative Bank,93,972,1065,0.02,7233.35,21405.38,28638.73,0.01,22,1452,1474,0.03,442.47,23413.04,23855.51,0
5640,01/07/2012,Federal Bank,4518,32763,37281,0.68,402125.56,1400810.78,1802936.35,0.33,6492,49873,56365,1.03,333380.07,1407930.98,1741311.05,0.32
5641,01/07/2012,First Rand Bank,66,23,89,0,381720.41,3065.95,384786.36,0.07,79,186,265,0,390556.9,10555.43,401112.32,0.07
5642,01/07/2012,Goldman Sachs India Capital Markets Pvt.,1,12,13,0,0.02,230500,230500.02,0.04,25,0,25,0,460980,0,460980,0.08
5643,01/07/2012,Gujarat State Co-operative Bank,122,537,659,0.01,23619.19,107624.09,131243.29,0.02,14,922,936,0.02,169.71,115786.06,115955.76,0.02
5644,01/07/2012,HDFC Bank,26207,822496,848703,15.5,4316393.13,76545231.91,80861625.04,14.77,19219,658956,678175,12.39,2659939.4,80394478.53,83054417.93,15.17
5645,01/07/2012,Hongkong and Shanghai Banking Corporation,2407,70212,72619,1.33,1835971.11,9662057.2,11498028.32,2.1,2100,44520,46620,0.85,1793445.97,10174445.91,11967891.88,2.19
5646,01/07/2012,ICICI Bank,10904,278052,288956,5.28,2908634.23,16217615.12,19126249.35,3.49,8139,263849,271988,4.97,1591467.31,17544646.28,19136113.59,3.5
5647,01/07/2012,ICICI Securities Ltd,261,24,285,0.01,377252.17,582297.93,959550.1,0.18,120,0,120,0,1458215.92,0,1458215.92,0.27
5648,01/07/2012,IDBI Bank,9154,143692,152846,2.79,3390004.62,18066255.58,21456260.2,3.92,8028,134842,142870,2.61,3136266.49,17460164.13,20596430.62,3.76
5649,01/07/2012,Indian Bank,6685,49525,56210,1.03,1082990.2,1617266.39,2700256.6,0.49,4553,76970,81523,1.49,658645.22,1973692.62,2632337.83,0.48
5650,01/07/2012,Indian Clearing Corporation,7,326,333,0.01,6269.15,437197.61,443466.76,0.08,22,360,382,0.01,8600.41,434866.35,443466.76,0.08
5651,01/07/2012,Indian Overseas Bank,7144,73233,80377,1.47,3407039.78,2344787.7,5751827.48,1.05,7972,81542,89514,1.63,3169400.29,3039939.25,6209339.54,1.13
5652,01/07/2012,IndusInd Bank,3441,57823,61264,1.12,413614.52,3092512.48,3506127,0.64,2960,59092,62052,1.13,632245.45,3292670.85,3924916.3,0.72
5653,01/07/2012,ING Vysya Bank,5158,73285,78443,1.43,1071074.76,2054975.05,3126049.82,0.57,3417,67843,71260,1.3,922556.8,12851485.27,13774042.07,2.52
5654,01/07/2012,Jalgaon Janata Co-operative Bank,0,60,60,0,0,3443.42,3443.42,0,0,299,299,0.01,0,3243.6,3243.6,0
5655,01/07/2012,Jalgaon Peoples Co-operative Bank,1,3,4,0,15,56.29,71.29,0,0,61,61,0,0,560.17,560.17,0
5656,01/07/2012,Jammu and Kashmir Bank,1331,14117,15448,0.28,451856.23,778395.31,1230251.54,0.22,845,31585,32430,0.59,545273.44,837537.74,1382811.18,0.25
5657,01/07/2012,Janakalyan Co-operative Bank,46,1035,1081,0.02,58758.73,23023.68,81782.41,0.01,25,1695,1720,0.03,59420.68,23422.14,82842.82,0.02
5658,01/07/2012,Janaseva Co-operative Bank Pune,0,3,3,0,0,17,17,0,0,0,0,0,0,0,0,0
5659,01/07/2012,Janata Co-operative Bank Pune,128,1895,2023,0.04,15959.24,43142.63,59101.87,0.01,18,3076,3094,0.06,628.99,51138.75,51767.74,0.01
5660,01/07/2012,JP Morgan Chase Bank,364,1997,2361,0.04,4501513.84,1978300.99,6479814.83,1.18,529,3039,3568,0.07,4034205.38,3714604.08,7748809.45,1.42
5661,01/07/2012,Kallappanna Awade Ichalkaranji Janata Co-operative Bank,147,888,1035,0.02,5876.7,19968.47,25845.17,0,48,2454,2502,0.05,840.22,41191.48,42031.71,0.01
5662,01/07/2012,Kalupur Commercial Co-operative Bank,214,2679,2893,0.05,119942.9,74776.27,194719.17,0.04,145,4452,4597,0.08,99171.72,105861.61,205033.33,0.04
5663,01/07/2012,Kalyan Janata Co-operative Bank,32,576,608,0.01,1831.92,9606.15,11438.07,0,7,1740,1747,0.03,20.9,31401.92,31422.82,0.01
5664,01/07/2012,Karad Urban Co-operative Bank,146,552,698,0.01,15091.26,13956.99,29048.25,0.01,18,1876,1894,0.03,4366,22768.66,27134.66,0
5665,01/07/2012,Karnataka Bank,2593,20681,23274,0.43,148657.28,422727.76,571385.04,0.1,1435,31607,33042,0.6,53330.3,572943.59,626273.89,0.11
5666,01/07/2012,Karur Vysya Bank,4721,33915,38636,0.71,183359,737312.52,920671.52,0.17,2799,48019,50818,0.93,117121.48,724339.28,841460.76,0.15
5667,01/07/2012,Kotak Mahindra Bank,4362,81222,85584,1.56,3557121.44,5211732.38,8768853.82,1.6,1940,95077,97017,1.77,2982455.57,12951570.6,15934026.16,2.91
5668,01/07/2012,Krung Thai Bank PCL,58,47,105,0,7415.67,2180.48,9596.15,0,35,52,87,0,8780.39,876.56,9656.95,0
5669,01/07/2012,G S Mahanagar Co-operative Bank,51,623,674,0.01,10242.23,9761.38,20003.6,0,19,1129,1148,0.02,10237.89,14240.16,24478.05,0
5670,01/07/2012,Maharashtra State Co-operative Bank,402,2161,2563,0.05,584111.12,390429.4,974540.52,0.18,117,1993,2110,0.04,481673.67,526599.62,1008273.29,0.18
5671,01/07/2012,Mashreq Bank,145,1,146,0,64234.39,11.2,64245.59,0.01,117,14,131,0,57013.13,1356.41,58369.53,0.01
5672,01/07/2012,Mehsana Urban Co-operative Bank,196,1472,1668,0.03,10332.9,26077.05,36409.96,0.01,15,2445,2460,0.04,239.73,33920.92,34160.65,0.01
5673,01/07/2012,Mizuho Bank,113,820,933,0.02,469679.48,175432.28,645111.75,0.12,128,855,983,0.02,498345.55,192803.82,691149.37,0.13
5674,01/07/2012,Morgan Stanley India Primary Dealer Pvt.,9,26,35,0,45000,268732.59,313732.59,0.06,49,0,49,0,622951.55,0,622951.55,0.11
5675,01/07/2012,Mumbai District Central Co-operative Bank,24,941,965,0.02,2345.39,75942.95,78288.34,0.01,36,770,806,0.01,3356.31,97668.2,101024.5,0.02
5676,01/07/2012,Nagpur Nagrik Co-operative Bank,75,992,1067,0.02,1895.57,23682.41,25577.98,0,7,2060,2067,0.04,58.28,24424.61,24482.89,0
5677,01/07/2012,Nasik Merchants Co-operative Bank,54,709,763,0.01,862.48,50666.22,51528.7,0.01,4,2127,2131,0.04,176,49915.44,50091.44,0.01
5678,01/07/2012,National Stock Exchange of India,217,5598,5815,0.11,427210.28,21832508.76,22259719.04,4.07,1153,6796,7949,0.15,2408747.62,19850971.41,22259719.03,4.07
5695,01/07/2012,Reserve Bank of India,242,2368,2610,0.05,4330714.2,54606684.97,58937399.18,10.77,0,0,0,0,0,0,0,0
5679,01/07/2012,New India Co-operative Bank,26,920,946,0.02,817.15,14841,15658.15,0,30,1277,1307,0.02,266.45,15387.1,15653.55,0
5680,01/07/2012,Nomura Fixed Income Securities Pvt.,58,8,66,0,624646,165142.39,789788.39,0.14,93,0,93,0,1077781.17,0,1077781.17,0.2
5681,01/07/2012,NKGSB Co-operative Bank,169,1667,1836,0.03,71941.86,23131.72,95073.58,0.02,92,1975,2067,0.04,76186.25,21212.27,97398.51,0.02
5682,01/07/2012,Nutan Nagarik Co-operative Bank,14,780,794,0.01,153.17,6762.99,6916.15,0,0,972,972,0.02,0,14786.62,14786.62,0
5683,01/07/2012,Oman International Bank,16,47,63,0,8716.59,5228.73,13945.32,0,28,158,186,0,9805.09,8386.94,18192.03,0
5684,01/07/2012,Oriental Bank of Commerce,7083,91093,98176,1.79,825134.34,2157681.1,2982815.44,0.54,8006,118044,126050,2.3,718372.63,2342638.19,3061010.82,0.56
5685,01/07/2012,GP Parsik Janata Co-operative Bank,11,476,487,0.01,154.52,4706.51,4861.03,0,3,602,605,0.01,11.4,8495.59,8506.99,0
5686,01/07/2012,PNB Gilts,178,88,266,0,1280654.59,731108.98,2011763.57,0.37,405,0,405,0.01,2689295.05,0,2689295.05,0.49
5687,01/07/2012,Prime Co-operative Bank,5,38,43,0,13.54,492.65,506.19,0,0,522,522,0.01,0,3403.84,3403.84,0
5688,01/07/2012,Punjab and Maharashtra Co-operative Bank,136,1375,1511,0.03,3728.29,44558.65,48286.94,0.01,79,1828,1907,0.03,18635.38,47813.82,66449.19,0.01
5689,01/07/2012,Punjab and Sind Bank,1133,12693,13826,0.25,605114.65,515841.2,1120955.86,0.2,739,17205,17944,0.33,514709.8,671816.66,1186526.46,0.22
5690,01/07/2012,Punjab National Bank,16467,201891,218358,3.99,3585438.56,6095758.03,9681196.59,1.77,17619,252042,269661,4.93,2695904.84,7531372.64,10227277.48,1.87
5691,01/07/2012,Rabobank International,40,39,79,0,30982.38,4741.44,35723.82,0.01,38,57,95,0,26248.8,27847.69,54096.49,0.01
5692,01/07/2012,Rajasthan State Co-operative Bank,9,42,51,0,331.16,62230.97,62562.12,0.01,1,449,450,0.01,2,60962.32,60964.32,0.01
5693,01/07/2012,Rajkot Nagrik Co-operative Bank,86,1146,1232,0.02,104785.03,32305.1,137090.13,0.03,13,1831,1844,0.03,185.15,132576.99,132762.14,0.02
5694,01/07/2012,RBL Bank,389,2860,3249,0.06,425202.96,201366.05,626569.02,0.11,136,4993,5129,0.09,369690.94,441895.99,811586.92,0.15
5696,01/07/2012,Royal Bank of Scotland N.V.,1675,26448,28123,0.51,571643.76,2060434.53,2632078.29,0.48,1114,18050,19164,0.35,552853.66,4225683.17,4778536.83,0.87
5697,01/07/2012,Saraswat Co-operative Bank,788,11944,12732,0.23,647794,1332552.86,1980346.86,0.36,322,13260,13582,0.25,603476.69,1391163.92,1994640.61,0.36
5698,01/07/2012,SBI DFHI,150,155,305,0.01,3063856.94,85734.68,3149591.61,0.58,512,0,512,0.01,4607837.31,0,4607837.31,0.84
5699,01/07/2012,Security Trading Corp of India,119,37,156,0,977851.85,149053.98,1126905.83,0.21,180,0,180,0,1376786.66,0,1376786.66,0.25
5700,01/07/2012,Shamrao Vithal Co-operative Bank,457,6240,6697,0.12,156249.33,92846.49,249095.82,0.05,139,7783,7922,0.14,106162.9,128189.11,234352.01,0.04
5701,01/07/2012,Shinhan Bank,130,481,611,0.01,99756.52,72036.62,171793.14,0.03,124,951,1075,0.02,122786.85,55728.39,178515.24,0.03
5702,01/07/2012,Societe Generale,118,242,360,0.01,674669.41,68679.93,743349.34,0.14,175,286,461,0.01,713146.73,72901.84,786048.57,0.14
5703,01/07/2012,South Indian Bank,5012,21999,27011,0.49,431219.64,434155.52,865375.16,0.16,3866,30788,34654,0.63,336192.4,590074.45,926266.85,0.17
5704,01/07/2012,State Bank of Bikaner and Jaipur,6372,50361,56733,1.04,1424292.71,979621.75,2403914.46,0.44,6457,69838,76295,1.39,1358950.24,1766367.11,3125317.35,0.57
5705,01/07/2012,Standard Chartered Bank,3456,117273,120729,2.2,1372824.9,20199827.25,21572652.15,3.94,3742,106839,110581,2.02,819698.57,21140134.02,21959832.59,4.01
5706,01/07/2012,State Bank of Hyderabad,6111,50305,56416,1.03,4124342.01,1986569.01,6110911.01,1.12,7868,64172,72040,1.32,3976851.32,2252581.18,6229432.5,1.14
5707,01/07/2012,State Bank of India,67856,808027,875883,16,12043457.18,38195619.2,50239076.38,9.18,91466,629075,720541,13.16,15475308.6,34362076.77,49837385.37,9.11
5708,01/07/2012,State Bank of Mauritius,49,98,147,0,59527.91,10666.68,70194.59,0.01,20,357,377,0.01,52940.96,24788.01,77728.96,0.01
5709,01/07/2012,State Bank of Mysore,4835,27528,32363,0.59,1080377.71,924711.82,2005089.53,0.37,4808,36320,41128,0.75,1236505.24,929989.49,2166494.73,0.4
5710,01/07/2012,State Bank of Patiala,7444,40261,47705,0.87,4409263.67,1351733.32,5760996.99,1.05,7414,62884,70298,1.28,6316451.4,1795365.53,8111816.94,1.48
29292,01/05/2022,Malad Co-operative Bank,0,67,67,0,,583.54,583.54,0,0,247,247,0,,1963.63,1963.63,0
5711,01/07/2012,State Bank of Travancore,7582,29123,36705,0.67,915172.39,906879.08,1822051.46,0.33,11200,36704,47904,0.87,958602.48,936415.01,1895017.49,0.35
5712,01/07/2012,Surat Peoples Co-operative Bank,51,777,828,0.02,14184.49,30314.03,44498.52,0.01,8,1715,1723,0.03,52.83,47133.17,47186,0.01
5713,01/07/2012,Syndicate Bank,6240,45827,52067,0.95,3214370.96,2105301.17,5319672.13,0.97,5349,71025,76374,1.39,3173901.76,2177368.09,5351269.84,0.98
5714,01/07/2012,Tamilnad Mercantile Bank,3017,26845,29862,0.55,252860.98,366360.53,619221.52,0.11,480,42072,42552,0.78,148744.33,521055.07,669799.4,0.12
5715,01/07/2012,Tamil Nadu State Apex Co-operative Bank,147,371,518,0.01,413804.08,45952.55,459756.63,0.08,101,689,790,0.01,411897,62463.44,474360.44,0.09
5716,01/07/2012,Thane Bharat Co-operative Bank,10,471,481,0.01,1653.55,5522.6,7176.14,0,3,517,520,0.01,22.06,10410.77,10432.83,0
5717,01/07/2012,Ahmedabad Mercantile Co-operative Bank,32,961,993,0.02,877.08,8773.48,9650.56,0,4,1092,1096,0.02,1007.02,9204.62,10211.64,0
5718,01/07/2012,Greater Bombay Co-operative Bank,70,582,652,0.01,2967.84,16653.18,19621.02,0,8,930,938,0.02,35.94,25433.4,25469.34,0
5719,01/07/2012,Kapol Co-operative Bank,59,1187,1246,0.02,1365.83,24338.38,25704.21,0,4,1122,1126,0.02,35.35,19842.85,19878.2,0
5720,01/07/2012,Karnataka State Co-operative Apex Bank,67,416,483,0.01,33772.7,157770.79,191543.49,0.03,11,679,690,0.01,571.24,203797.63,204368.87,0.04
5721,01/07/2012,Lakshmi Vilas Bank,2285,12606,14891,0.27,77267.2,268121.86,345389.06,0.06,1098,21388,22486,0.41,38828.11,317841.42,356669.53,0.07
5722,01/07/2012,Nainital Bank,458,2506,2964,0.05,29927.16,46868.17,76795.33,0.01,24,4556,4580,0.08,2421.94,78328.77,80750.71,0.01
5723,01/07/2012,Odisha State Co-operative Bank,29,72,101,0,34189.35,130247.67,164437.02,0.03,1,147,148,0,7500,155074.57,162574.57,0.03
5724,01/07/2012,Surat District Co-operative Bank,2,28,30,0,6,3646.44,3652.44,0,8,112,120,0,844,5549.53,6393.53,0
5725,01/07/2012,West Bengal State Co-operative Bank,32,124,156,0,73766.84,43818.3,117585.14,0.02,1,301,302,0.01,2,130294.53,130296.53,0.02
5726,01/07/2012,TJSB Co-operative Bank,110,2695,2805,0.05,9155.81,47033.48,56189.29,0.01,86,3698,3784,0.07,4073.39,55041.29,59114.69,0.01
5727,01/07/2012,UBS AG,72,112,184,0,890026.39,211199,1101225.39,0.2,91,119,210,0,850290.91,270091.43,1120382.34,0.2
5728,01/07/2012,UCO Bank,6029,29569,35598,0.65,1051151.09,1741303.13,2792454.22,0.51,5811,55428,61239,1.12,954217.47,1611033.32,2565250.79,0.47
5729,01/07/2012,Union Bank of India,11576,138562,150138,2.74,3628795.57,4586703.15,8215498.72,1.5,14297,182654,196951,3.6,3559716.74,4704175.05,8263891.79,1.51
5730,01/07/2012,United Bank of India,3390,20234,23624,0.43,1081917.89,1240618.98,2322536.87,0.42,1869,42801,44670,0.82,1203312.13,1408165.87,2611478,0.48
5731,01/07/2012,Vijaya Bank,3834,29520,33354,0.61,588081.15,1128628.11,1716709.27,0.31,4296,37327,41623,0.76,360828.55,1600915.46,1961744.02,0.36
5732,01/07/2012,Vishweshwar Co-operative Bank,0,68,68,0,0,901.14,901.14,0,1,346,347,0.01,3,3902.62,3905.62,0
5733,01/07/2012,Woori Bank,1,1,2,0,150,2,152,0,0,1,1,0,0,2,2,0
5734,01/07/2012,Yes Bank,3375,39700,43075,0.79,8934930.01,4155292.7,13090222.71,2.39,2219,54141,56360,1.03,8547473.94,5960000.71,14507474.65,2.65
5735,01/08/2012,Abhyudaya Co-operative Bank,95,2722,2817,0.05,7378.26,42591.04,49969.3,0.01,52,5012,5064,0.1,8011,55599.01,63610,0.01
5736,01/08/2012,Abu Dhabi Commercial Bank,71,160,231,0,100825.72,12804.41,113630.13,0.02,276,305,581,0.01,134710.27,15295.03,150005.3,0.03
5737,01/08/2012,Allahabad Bank,5261,39450,44711,0.87,2567662.64,2200370.1,4768032.73,0.91,5107,62932,68039,1.33,2461473.41,2029542.16,4491015.57,0.86
5738,01/08/2012,Andhra Bank,3372,38726,42098,0.82,1641640.17,1044642.56,2686282.73,0.51,6133,50321,56454,1.1,1795691.76,1015848.41,2811540.16,0.54
5739,01/08/2012,Apna Co-operative Bank,59,605,664,0.01,60839.14,16769.58,77608.72,0.01,35,1383,1418,0.03,59025,18556.91,77581.91,0.01
5740,01/08/2012,Australia and New Zealand Banking Group,47,124,171,0,296282.54,121697.65,417980.19,0.08,113,170,283,0.01,187805.9,208773.85,396579.75,0.08
5741,01/08/2012,Axis Bank,13999,296702,310701,6.06,2133859.89,24620940.83,26754800.72,5.11,17177,268619,285796,5.58,2289188.27,25222595.59,27511783.86,5.25
5742,01/08/2012,"Bank of America, N.A.",686,14557,15243,0.3,651350,1350162.37,2001512.37,0.38,401,6871,7272,0.14,1058946.67,1645869.74,2704816.41,0.52
5743,01/08/2012,Bank of Bahrain and Kuwait B.S.C.,80,221,301,0.01,16146.01,12359.98,28505.99,0.01,43,411,454,0.01,22744.63,24156.24,46900.87,0.01
5744,01/08/2012,Bank of Baroda,12169,144279,156448,3.05,1594649.88,3869295.79,5463945.67,1.04,10124,189478,199602,3.89,1475477.26,4373575.55,5849052.81,1.12
5745,01/08/2012,Bank of Ceylon,3,146,149,0,530.15,4065.66,4595.81,0,30,152,182,0,4145.39,3356.77,7502.17,0
5746,01/08/2012,Bank of India,8336,119581,127917,2.5,2722556.54,4665391.31,7387947.85,1.41,7953,172163,180116,3.51,2129627.57,5108012.67,7237640.24,1.38
5747,01/08/2012,Bank of Maharashtra,5024,31043,36067,0.7,1106663.46,1432787.32,2539450.78,0.48,3775,48239,52014,1.01,906367.03,1952488.66,2858855.69,0.55
5748,01/08/2012,Bank of Nova Scotia,285,2153,2438,0.05,533029.2,469069.24,1002098.44,0.19,143,1785,1928,0.04,745261.24,537036.51,1282297.75,0.24
5749,01/08/2012,Barclays Bank PLC,496,909,1405,0.03,1015544.3,207591.27,1223135.57,0.23,390,1039,1429,0.03,629254.77,1011045.17,1640299.94,0.31
5750,01/08/2012,Bassein Catholic Co-operative Bank,26,695,721,0.01,746.98,53218.04,53965.03,0.01,0,1405,1405,0.03,0,52233.95,52233.95,0.01
5751,01/08/2012,Bharat Co-operative Bank,84,2933,3017,0.06,10979.2,39379.17,50358.38,0.01,43,3372,3415,0.07,10360.63,41607.77,51968.4,0.01
5752,01/08/2012,Bank of Tokyo and Mitsubishi,169,2018,2187,0.04,535456.69,448088.88,983545.57,0.19,130,1753,1883,0.04,584602.8,436500.56,1021103.36,0.19
5753,01/08/2012,BNP Paribas,425,166142,166567,3.25,295943.49,2389666.11,2685609.6,0.51,1392,10674,12066,0.24,309692.26,2492863.43,2802555.69,0.54
5754,01/08/2012,Canara Bank,5967,92213,98180,1.92,2644019.37,4134345.34,6778364.71,1.29,7121,100810,107931,2.11,2264545.72,4241267.18,6505812.91,1.24
5755,01/08/2012,Catholic Syrian Bank,855,5311,6166,0.12,25173.74,77371.43,102545.17,0.02,1365,6877,8242,0.16,21738.96,93266.78,115005.74,0.02
5756,01/08/2012,Central Bank of India,5205,48494,53699,1.05,935414.96,2110382.9,3045797.86,0.58,7365,78267,85632,1.67,588455.53,2572768.07,3161223.6,0.6
5757,01/08/2012,Chinatrust Commercial Bank,91,209,300,0.01,106724.7,12138.57,118863.28,0.02,52,326,378,0.01,104305.57,17460.79,121766.37,0.02
5758,01/08/2012,Citi Bank,2877,159144,162021,3.16,3816451.12,22085797.71,25902248.83,4.95,2359,94695,97054,1.89,2774611.11,37451182.85,40225793.96,7.68
5759,01/08/2012,Citizen Credit Co-operative Bank,11,383,394,0.01,182.19,5601.87,5784.06,0,7,455,462,0.01,1616.5,6012.38,7628.88,0
5760,01/08/2012,City Union Bank,3407,19068,22475,0.44,154605.44,283032.25,437637.68,0.08,435,31207,31642,0.62,12715.07,421858.91,434573.98,0.08
5761,01/08/2012,Clearing Corporation of India,20,34,54,0,10605.09,22254,32859.09,0.01,191,0,191,0,276878.88,0,276878.88,0.05
5762,01/08/2012,Commonwealth Bank of Australia,1,0,1,0,2,0,2,0,0,2,2,0,0,10.05,10.05,0
5763,01/08/2012,Corporation Bank,10342,62477,72819,1.42,1930952.07,3261186.48,5192138.55,0.99,7912,81722,89634,1.75,1492998.18,3872441.97,5365440.14,1.02
5764,01/08/2012,Cosmos Co-operative Bank,325,8139,8464,0.17,34809.54,137848.22,172657.76,0.03,274,8659,8933,0.17,6578.44,148221.92,154800.35,0.03
5765,01/08/2012,Credit Agricole Corporate and Investment Bank,162,509,671,0.01,1813773.14,234404.36,2048177.51,0.39,275,684,959,0.02,1956492.87,966354.7,2922847.57,0.56
5766,01/08/2012,Credit Suisse AG,8,21,29,0,29435.49,51990.47,81425.96,0.02,11,48,59,0,74300.55,57209.35,131509.9,0.03
5767,01/08/2012,DBS Bank India,411,2832,3243,0.06,2809942.05,868554.96,3678497.02,0.7,413,4365,4778,0.09,2668938.61,4175264.4,6844203.01,1.31
5768,01/08/2012,Dena Bank,3561,27110,30671,0.6,1383283.04,1464328.26,2847611.3,0.54,3192,33596,36788,0.72,1519370.37,1192155.09,2711525.46,0.52
5769,01/08/2012,Deposit Insurance and Credit Guarantee Corporation,3,8,11,0,1102.48,546.28,1648.76,0,0,6,6,0,0,485.61,485.61,0
5770,01/08/2012,Deutsche Bank AG,2658,61730,64388,1.26,1532105.24,20821385.79,22353491.03,4.27,1407,24269,25676,0.5,1276531.52,21307944.52,22584476.04,4.31
5771,01/08/2012,Deutsche Securities India Pvt.,33,0,33,0,287500,0,287500,0.05,52,0,52,0,481786.45,0,481786.45,0.09
5772,01/08/2012,Development Credit Bank,885,11608,12493,0.24,138463.44,199611.61,338075.05,0.06,479,15174,15653,0.31,93400.81,513302.54,606703.35,0.12
5773,01/08/2012,Dhanlaxmi Bank,2514,9835,12349,0.24,83068.87,764697.52,847766.39,0.16,1123,13780,14903,0.29,435397.5,578189.31,1013586.82,0.19
29293,01/05/2022,Meghalaya Co-operative Apex Bank,0,2,2,0,,6,6,0,0,260,260,0,,1820.42,1820.42,0
5774,01/08/2012,Dombivli Nagrik Co-operative Bank,94,892,986,0.02,4492.55,21389.29,25881.84,0,16,1354,1370,0.03,285.05,26670.72,26955.76,0.01
5775,01/08/2012,Federal Bank,4051,32046,36097,0.7,391333.95,1177422.19,1568756.14,0.3,5762,46323,52085,1.02,343723.97,1371589.94,1715313.92,0.33
5776,01/08/2012,First Rand Bank,59,26,85,0,351521.71,8853.84,360375.55,0.07,68,165,233,0,348562.72,35247.86,383810.57,0.07
5777,01/08/2012,Goldman Sachs India Capital Markets Pvt.,0,16,16,0,0,449000,449000,0.09,32,0,32,0,898100,0,898100,0.17
5778,01/08/2012,Gujarat State Co-operative Bank,98,549,647,0.01,13126.8,74153.2,87280,0.02,18,690,708,0.01,485.22,71248.04,71733.25,0.01
5779,01/08/2012,HDFC Bank,24676,769084,793760,15.49,5666399.1,77339484.8,83005883.9,15.85,18262,636766,655028,12.78,3514241.25,81986146.73,85500387.98,16.33
5780,01/08/2012,Hongkong and Shanghai Banking Corporation,2336,67758,70094,1.37,2768673.01,9564586.43,12333259.44,2.36,2071,45752,47823,0.93,2697829.03,8992306.98,11690136.01,2.23
5781,01/08/2012,ICICI Bank,10217,268839,279056,5.44,2808654.82,15210594.24,18019249.07,3.44,7818,252126,259944,5.07,1877993.65,18487063.16,20365056.81,3.89
5782,01/08/2012,ICICI Securities Ltd,232,21,253,0,314001.27,672332.57,986333.84,0.19,134,0,134,0,1613832.56,0,1613832.56,0.31
5783,01/08/2012,IDBI Bank,8268,136557,144825,2.83,3769847.95,17894624.44,21664472.39,4.14,8022,125369,133391,2.6,3445734.28,18187133,21632867.27,4.13
5784,01/08/2012,Indian Bank,5981,47879,53860,1.05,399798.49,1648073.27,2047871.76,0.39,4370,71158,75528,1.47,234765.56,1878349.8,2113115.36,0.4
5785,01/08/2012,Indian Clearing Corporation,1,473,474,0.01,55.29,710691.58,710746.88,0.14,37,505,542,0.01,12220.22,698526.66,710746.88,0.14
5786,01/08/2012,Indian Overseas Bank,6799,69366,76165,1.49,2188220.02,2142559.81,4330779.83,0.83,7235,74663,81898,1.6,1877563.04,2119172.17,3996735.21,0.76
5787,01/08/2012,IndusInd Bank,3255,53390,56645,1.11,1466747.98,2709183.01,4175930.99,0.8,2804,57349,60153,1.17,1597735.74,2552882.03,4150617.77,0.79
5788,01/08/2012,ING Vysya Bank,4716,68189,72905,1.42,986062.39,2067722.9,3053785.29,0.58,3210,63823,67033,1.31,811490.77,12719263.95,13530754.72,2.58
5789,01/08/2012,Jalgaon Janata Co-operative Bank,36,135,171,0,3736.92,15626.26,19363.18,0,3,966,969,0.02,17.02,19404.35,19421.37,0
5791,01/08/2012,Jammu and Kashmir Bank,1295,13559,14854,0.29,320424.25,649381.84,969806.09,0.19,978,29885,30863,0.6,368894.06,830305.76,1199199.82,0.23
5792,01/08/2012,Janakalyan Co-operative Bank,54,998,1052,0.02,52451.15,17972.47,70423.62,0.01,26,1625,1651,0.03,51005,21385,72390,0.01
5793,01/08/2012,Janaseva Co-operative Bank Pune,6,21,27,0,128.77,2435.36,2564.13,0,1,163,164,0,2,1952.71,1954.71,0
5794,01/08/2012,Janata Co-operative Bank Pune,105,1789,1894,0.04,17367.49,33997.48,51364.97,0.01,10,2900,2910,0.06,28.22,49895.45,49923.67,0.01
5795,01/08/2012,JP Morgan Chase Bank,234,1807,2041,0.04,2836837.61,1977040.18,4813877.79,0.92,345,3458,3803,0.07,2753804.07,3043943.64,5797747.7,1.11
5796,01/08/2012,Kallappanna Awade Ichalkaranji Janata Co-operative Bank,154,794,948,0.02,5961.04,20404.42,26365.46,0.01,50,2085,2135,0.04,1721.5,38664.83,40386.33,0.01
5797,01/08/2012,Kalupur Commercial Co-operative Bank,176,2374,2550,0.05,20763.42,79890.41,100653.83,0.02,125,3918,4043,0.08,17161.66,86074.68,103236.34,0.02
5798,01/08/2012,Kalyan Janata Co-operative Bank,33,535,568,0.01,2598.61,7873.41,10472.02,0,10,1553,1563,0.03,56.18,28353.81,28409.99,0.01
5799,01/08/2012,Kangra Co-operative Bank,1,3,4,0,12,6.27,18.27,0,0,13,13,0,0,111.71,111.71,0
5800,01/08/2012,Karad Urban Co-operative Bank,144,573,717,0.01,11780.69,18636.56,30417.25,0.01,22,1905,1927,0.04,5353.36,24413.26,29766.62,0.01
5801,01/08/2012,Karnataka Bank,2357,19447,21804,0.43,147503.42,424724.38,572227.8,0.11,1359,29502,30861,0.6,89746.29,492448.18,582194.47,0.11
